Afrikaans	Danish	Dutch	English	Esperanto	Filipino	French	German	Hawaiian	Irish	Italian	Latin	Maori	Norwegian	Portuguese	Sachin-Speak	Spanish	Swahili	Swedish	Welsh	Zulu	
huidige	strøm	huidige	current	aktuala	kasalukuyan	courant	strom	papa	atá ann faoi láthair	corrente	current	o nāianei	nåværende	atual	?	actual	sasa	ström	ar hyn o bryd	yamanje	
lift	elevator	lift	lift	telfero	pag-angat	ascenseur	aufzug	ke eaʻe	ardaitheoir	ascensore	vitae	ararewa	lift	elevador	?	ascensor	kuinua	lift	lifft	baphakamisa	
gestyg	steget	gestegen	rose	leviĝis	tumaas	rose	stiegen	ala	ardaigh	rosa	surrexit	whakatika	rose	aumentou	?	rosa	kufufuka	ros	rhosyn	wasukuma	
kom	ankommer	aankomen	arrive	alveni	dumating	arriver	ankommen	hiki	teacht	arrivare	perveniunt	tae	ankomme	chegar	?	llegar	kuwasili	anländer	cyrraedd	finyelela	
meester	mester	meester	master	majstro	master	maître	stamm	haku	máistir	master	magister	ariki	mester	mestre	?	master	bwana	mästare	meistr	induna	
spoor	spor	spoor	track	aŭtoveturejo	track	piste	spur	track	rian	pista	semita	ara	spor	trilha	?	pista	kufuatilia	spår	trac	ithrekhi	
ouer	forælder	ouder	parent	gepatro	magulang	mère	elternteil	makua	tuismitheoir	genitore	parente	matua	forelder	pai	?	padre	mzazi	förälder	rhiant	umzali	
strand	kysten	oever	shore	bordo	baybayin	rivage	ufer	mauka	gcósta	riva	litore	uta	shore	costa	?	orilla	pwani	stranden	lan	isisekelo	
afdeling	opdeling	divisie	division	divido	dibisyon	division	teilung	mahele	roinn	divisione	divisione	te wehenga	divisjon	divisão	?	división	mgawanyiko	delning	is-adran	ukuhlukana	
blad	ark	blad	sheet	sheet	sheet	feuille	blatt	pepa	bileog	foglio	linteum	whārangi	ark	folha	?	hoja	karatasi	ark	taflen	ishidi	
stof	stof	stof	substance	substanco	bagay	substance	substanz	waiwai	substaint	sostanza	substantia	taonga	substans	substância	?	sustancia	dutu	substans	sylweddau	isiqa	
guns	begunstige	gunst	favor	favorus	paboran	favoriser	begünstigen	i ka lokomaikaiia	bhfabhar	favorire	gratiam	kia paingia	favorisere	favorecer	?	favorecer	neema	gynna	ffafrio	siza	
koppel	forbinde	aansluiten	connect	konekti	ikonekta	relier	verbinden	hoʻohui	ceangal	collegare	pertinent	hono	koble	conectar	?	conectar	kuungana	ansluta	cysylltu	xhuma	
post	indlæg	post	post	posteno	post	poste	nach	lāʻau kū	post	messaggio	post	pou	post	pós	?	mensaje	baada	inlägg	swydd	post	
spandeer	tilbringe	besteden	spend	elspezi	gumastos	passer	verbringen	ke lilo aku	chaitheamh	spendere	expendas	whakapau	bruke	passar	?	pasar	kutumia	spendera	gwario	khipha	
koord	akkord	akkoord	chord	chord	chord	corde	akkord	chord	corda	accordo	chorda	chord	akkord	acorde	?	acorde	gumzo	ackord	tant	kuzithinta	
vet	fedt	vet	fat	graso	taba	graisse	fett	kona kaikea a	saill	grasso	adipem	te ngako	fett	gordura	?	grasa	mafuta	fett	braster	inoni	
bly	glad	blij	glad	ĝojas	natutuwa	heureux	froh	olioli	sásta	felice	gavisus	koa	glad	feliz	?	contento	furaha	glad	falch	ithokoze	
oorspronklike	originale	origineel	original	originala	orihinal	original	original	kiʻi	bunaidh	originale	original	taketake	opprinnelige	original	?	originales	awali	original	gwreiddiol	sokuqala	
aandeel	aktie	aandeel	share	samkondiĉe	magbahagi	part	aktie	puu	scair	quota	share	share	aksje	share	?	cuota	kushiriki	andel	rhannu	ingxenye	
stasie	stationen	station	station	stacidomo	station	station	station	wahi	stáisiún	stazione	statio	teihana	stasjonen	estação	?	estación	kituo cha	station	orsaf	esiteshini	
pa	far	dad	dad	dad	ama	papa	papa	makuakāne	daidí	papà	pater	dad	pappa	pai	?	papá	baba	pappa	dad	ubaba	
brood	brød	brood	bread	pano	tinapay	pain	brot	ka berena	arán	pane	panem	taro	brød	pão	?	pan	mkate	bröd	bara	isinkwa	
hef	oplade	rekenen	charge	ŝarĝi	sumingil	charger	aufladen	kauoha	muirear	carica	testificor	he ki atu tenei	belaste	cobrar	?	cobrar	malipo	debitera	codi tâl	gcwalisa	
behoorlike	korrekt	behoorlijk	proper	taŭga	mga pangngalang	propre	richtig	pono	ceart	corretto	proprium	tika	riktig	adequada	?	adecuada	sahihi	ordentlig	briodol	efanele	
bar	bar	bar	bar	trinkejo	bar	bar	leiste	hookolokolo	barra	bar	bar	pae	bar	bar	?	barra	bar ya	baren	bar	ibha	
aanbod	tilbud	aanbod	offer	oferto	alok	proposition	angebot	kaumaha	tairiscint	offerta	offer	tuku	tilbudet	oferta	?	oferta	kutoa	erbjudandet	cynnig	umnikelo	
segment	segmentet	segmenten	segment	segmento	segment	segment	segment	hoʻohana	deighleog	segmento	segmentum	wāhanga	segment	segmento	?	segmento	sehemu	segment	gylchran	ingxenye	
slaaf	slave	slaaf	slave	sklavo	alipin	esclave	sklave	kauwa	daor	schiavo	servus	pononga	slave	escravo	?	esclavo	mtumwa	slav	gaethweision	nceku	
eend	ænder	eend	duck	anaso	pato	canard	ente	duck	lacha	anatra	anas	pārera	and	pato	?	pato	bata	anka	hwyaden	idada	
direkte	øjeblikkelig	onmiddellijke	instant	momenteto	instant	instant	augenblick	koi aku la lakou	toirt	immediato	instant	tonu	instant	instant	?	instantánea	papo	omedelbar	amrantiad	osheshayo	
mark	marked	markt	market	merkato	merkado	marché	markt	makeke	margadh	mercato	ipsum	mākete	markedet	mercado	?	mercado	soko	marknad	farchnad	indali	
graad	grad	graad	degree	grado	digri	degré	grad	degere	céim	grado	gradum	tohu	grad	grau	?	grado	shahada ya	grad	gradd	ibanga	
vul	befolke	bevolken	populate	popoli	mapuno	peupler	besiedeln	hoolahaiaʻku	populate	popolare	frequentare	huri	befolke	preencher	?	poblar	idadi ya	befolka	boblogi	populate	
chick	chick	kuiken	chick	ĉik	chick	poussin	küken	chick	chick	pulcino	pullus	pīpī	chick	pinto	?	polluelo	kifaranga	fågelunge	cyw	iphuphu	
liewe	kære	lieve	dear	kara	mahal	cher	liebe	aloha	daor	caro	carissimi	aroha	kjære	caro	?	querido	wapenzi	kära	annwyl	othandekayo	
vyand	fjende	vijand	enemy	malamiko	kaaway	ennemi	feind	ʻenemi	namhaid	nemico	hostem	hoariri	fiende	inimigo	?	enemigo	adui	fiende	gelyn	isitha	
antwoord	svar	antwoorden	reply	respondi	sumagot	répondre	antworten	pane	freagra	rispondere	respondeo	whakautu	svar	responder	?	responder	jibu	svara	ateb	phendula	
drink	drikke	drankje	drink	trinkaĵon	inumin	boisson	getränk	inu	deoch	bevanda	potum	inu	drikke	bebida	?	bebida	kunywa	dryck	diod	isiphuzo	
voorkom	forekomme	voorkomen	occur	okazi	maganap	se produire	auftreten	ana	tharlaíonn	verificarsi	incididunt	puta	forekomme	ocorrer	?	producirse	kutokea	inträffa	yn digwydd	zenzeka	
ondersteuning	støtte	ondersteuning	support	subteno	suporta	support	unterstützung	kākoʻo	tacaíocht	supporto	auxilium	tautoko	støtte	apoio	?	apoyo	msaada	stöd	cymorth	ukwesekwa	
toespraak	tale	spraak	speech	parolado	na salita	discours	rede	olelo	urlabhra	discorso	oratio	kupu	tale	discurso	?	discurso	hotuba	tal	lleferydd	inkulumo	
aard	natur	natuur	nature	naturo	likas na katangian	nature	natur	maoli	nádúr	natura	natura	āhua	natur	natureza	?	naturaleza	asili	natur	natur	isidalo	
reeks	rækkevidde	reeks	range	ventumilo	hanay	gamme	angebot	huahelu	raon	gamma	range	ngā tūmomo	range	gama	?	alcance	mbalimbali	intervall	amrediad	uhla	
stoom	damp	stoom	steam	vaporo	steam	vapeur	dampf	mahu	gaile	vapore	vapor	korohū	steam	vapor	?	vapor	mvuke	ånga	stêm	umusi	
beweging	bevægelse	beweging	motion	movado	galaw	mouvement	bewegung	ka noi	tairiscint	moto	motus	motini	bevegelse	movimento	?	movimiento	mwendo	rörelse	cynnig	ukunyakaza	
pad	sti	pad	path	vojo	landas	chemin	weg	ala	cosán	sentiero	semita	ara	bane	caminho	?	camino	njia	bana	llwybr	indlela	
vloeistof	væske	vloeistof	liquid	likva	likido	liquide	flüssigkeit	wai	leacht	liquido	liquidum	wai	væske	líquido	?	líquido	kioevu	vätska	hylif	uketshezi	
teken	log	aanmelden	log	ensaluti	mag-log	enregistrer	protokollieren	mōʻaukala	logáil isteach	log	stipes	takiuru	logg	log	?	log	kuingia	logga	log	ugongolo	
bedoel	betød	betekende	meant	signifis	nakalaan lamang ito	signifiait	gemeint	ia mea	i gceist	significava	intelligantur	te auraa	ment	significava	?	significado	maana	innebar	golygu	wayesho	
kwosiënt	kvotient	quotiënt	quotient	kvociento	quotient	quotient	quotient	puu	chomhrann	quoziente	quotus	huawehe	kvotient	quociente	?	cociente	quotient ya	kvoten	cyniferydd	sekwa	
tande	tænder	tanden	teeth	dentoj	ngipin	dents	gebiss	niho	fiacla	denti	dentium	niho	tenner	dentes	?	dientes	meno	tänder	dannedd	amazinyo	
dop	skallen	schelp	shell	konko	shell	coquille	schale	iwi	bhlaosc	guscio	testa	anga	shell	casca	?	concha	ganda	skal	cragen	igobolondo le	
nek	hals	nek	neck	kolo	leeg	cou	hals	ʻāʻī	muineál	collo	cervicibus	kaki	halsen	pescoço	?	cuello	shingo	hals	gwddf	intamo	
suurstof	ilt	zuurstof	oxygen	oksigeno	oxygen	oxygène	sauerstoff	ka oxygen	ocsaigin	ossigeno	dolor	hāora	oksygen	oxigênio	?	oxígeno	oksijeni	syre	ocsigen	oksijini	
suiker	sukker	suiker	sugar	sukero	asukal	sucre	zucker	kōpaʻa	siúcra	zucchero	sugar	huka	sukker	açúcar	?	azúcar	sukari	socker	siwgr	ushukela	
dood	død	dood	death	morto	kamatayan	décès	tod	make	bás	morte	mortem	te mate	død	morte	?	muerte	kifo	död	marwolaeth	ukufa	
mooi	temmelig	vrij	pretty	bela	medyo	assez	ziemlich	nani	deas	piuttosto	bellum	pretty	pen	bastante	?	bastante	wa pretty	ganska	hyfryd	muhle	
vaardigheid	færdighed	vaardigheid	skill	lerto	kasanayan	compétence	geschicklichkeit	akamai	scil	abilità	peritia	pūkenga	ferdighet	habilidade	?	habilidad	ujuzi	förmåga	sgiliau	ikhono	
vroue	kvinder	vrouwen	women	virinoj	kababaihan	femmes	frauen	na wahine	mná	donne	mulieres	wahine	kvinner	mulheres	?	mujeres	wanawake	kvinnor	menywod	abesifazane	
seisoen	årstid	seizoen	season	sezono	season	saison	saison	manawa	séasúr	stagione	tempore	wa	sesong	temporada	?	temporada	msimu	säsong	tymor	isizini	
oplossing	opløsning	oplossing	solution	solvo	solusyon	solution	lösung	pāʻoihana	réiteach	soluzione	solutio	otinga	løsning	solução	?	solución	ufumbuzi	lösning	ateb	isixazululo	
magnet	magneten	magneet	magnet	magneto	magneto	aimant	magnet	mākēneki	maighnéad	magnete	magnes	ovahine	magnet	ímã	?	imán	sumaku	magnet	magnet	uzibuthe	
silwer	sølv	zilver	silver	arĝento	pilak	argent	silber	kala	airgid	argento	argentum	hiriwa	sølv	prata	?	plata	fedha	silver	arian	zesiliva	
dankie	tak	dank	thank	dankon	pasasalamat	merci	danken	aloha	go raibh maith	grazie	gratias	whakawhetai	takk	obrigado	?	gracias	kuwashukuru	tack	diolch	ngiyabonga	
tak	gren	tak	branch	branĉo	sangay	branche	zweig	lala	brainse	ramo	ramum	peka	gren	ramo	?	rama	tawi	gren	gangen	igatsha	
wedstryd	kamp	wedstrijd	match	match	pagtutugma	rencontre	spiel	pāʻani	cluiche	partita	par	ōrite	kamp	jogo	?	partido	mechi	matchen	gêm	nomdlalo	
agtervoegsel	endelse	achtervoegsel	suffix	sufikso	suffix	suffixe	suffix	kau hope	iarmhír	suffisso	etiamne	pīmuri	suffiks	sufixo	?	sufijo	suffix	suffixet	ôl-ddodiad	isijobelelo	
veral	især	vooral	especially	ĉefe	lalo na	particulièrement	insbesondere	ka oi aku	go háirithe	particolarmente	maxime	rawa	spesielt	especialmente	?	especialmente	hasa	speciellt	yn enwedig	ikakhulukazi	
fig	figen	vijg	fig	figo	fig	figue	feige	laau	fige	fico	fig	piki	fig	figo	?	higo	mtini	fig	ffig	komkhiwane	
bang	bange	bang	afraid	timis	takot	peur	ängstlich	makau	eagla	impaurito	timere	wehi	redd	medo	?	miedo	hofu	rädd	ofn	ngesaba	
groot	enorm	reusachtig	huge	grandega	malaking	énorme	riesig	nui	ollmhór	enorme	ingenti	nui	stor	enorme	?	enorme	kubwa	enormt	enfawr	omkhulu	
suster	søster	zus	sister	fratino	kapatid na babae	sœur	schwester	kaikuaʻana kaikaina	deirfiúr	sorella	soror	tuahine	søster	irmã	?	hermana	dada	syster	chwaer	udadewabo	
staal	stål	staal	steel	ŝtalo	asero	acier	stahl	kila	cruach	acciaio	ferrum	maitai	stål	aço	?	acero	chuma	stål	dur	zensimbi	
bespreek	diskutere	bespreken	discuss	diskuti	talakayin	discuter	diskutieren	kūkākūkā	plé a dhéanamh ar	discutere	disputant	te matapaki i	diskutere	discutir	?	discutir	kujadili	diskutera	trafod	uxoxe	
vorentoe	fremad	vooruit	forward	antaŭen	pasulong	avant	vorwärts	mua	ar aghaidh	avanti	et deinceps	whakamua	frem	para a frente	?	adelante	mbele	framåt	ymlaen	phambili	
soortgelyke	lignende	gelijkaardige	similar	simila	katulad	similaire	ähnlich	ano like	den chineál céanna	simile	simile	rite	lignende	similar	?	similar	sawa	liknande	tebyg	efanayo	
lei	guide	begeleiden	guide	gvidi	patnubayan	guider	führen	alakai	treoir	guidare	dirige	te ārahi i	veilede	orientar	?	guiar	kuongoza	guide	arwain	umholi	
ervaring	erfaring	ervaring	experience	sperto	karanasan	expérience	erfahrung	ka hoao ana	taithí	esperienza	experientiam	wheako	erfaring	experiência	?	experiencia	uzoefu	erfarenhet	profiad	isipiliyoni	
telling	baseret	partituur	score	interpunkcio	iskor	score	partitur	manual	scór	punteggio	octoginta	kaute	poengsum	contagem	?	puntuación	alama	poäng	sgôr	isikolo	
appel	æble	appel	apple	pomon	mansanas	pomme	apfel	kii onohi	úll	mela	pupillam	aporo	eple	maçã	?	manzana	mboni	äpple	afal	apula	
gekoop	købte	gekocht	bought	aĉetinta	bumili	acheté	gekauft	kuai	cheannaigh	comprato	emptum	hokona	kjøpt	comprou	?	comprado	kununuliwa	köpt	brynwyd	uthenge	
gelei	ledede	geleid	led	kondukis	humantong	led	geführt	alakai	faoi stiúir	portato	ductus	arahina	ledet	conduziu	?	llevado	kuongozwa	ledde	arweinir	wahola	
steek	tonehøjde	toonhoogte	pitch	tonalto	pitch	pas	tonhöhe	kukulu iho	tuinairde	pece	picem	te ware	banen	campo	?	pitch	lami	tonhöjd	traw	iphimbo	
rok	frakke	coat	coat	ŝildo	amerikana	manteau	mantel	kapa	cóta	cappotto	tunica	koti	frakk	casaco	?	abrigo	kanzu	kappa	côt	isikhumba	
massa	masse	massa	mass	maso	masa	masse	masse	nuipa	mais	massa	missa	papatipu	masse	massa	?	masa	habari	massa	màs	isonto	
kaart	kort	kaart	card	karton	kard	carte	karte	kāleka	cárta	scheda	pecto	kāri	kortet	cartão	?	tarjeta	kadi	kort	cerdyn	ikhadi	
groep	bånd	band	band	bando	band	bande	band	hui	banna	banda	cohors	pēne	bandet	banda	?	banda	bendi	band	mand	ibhande	
tou	reb	touw	rope	ŝnuro	ng lubid	corde	seil	kaula	téad	corda	fune	taura	tau	corda	?	cuerda	kamba	rep	rhaff	ngentambo	
strokie	slip	slip	slip	slip	isuot na madali	glissement	rutsch	oihana	duillín	slittamento	labente	pepa	slip	deslizamento	?	deslizamiento	kuingizwa	halka	slip	ukushelela	
oorwinning	sejr	win	win	venko	panalo	gagner	gewinnen	lanakila	bhuachan	vittoria	vincere	wikitōria	vinne	vitória	?	ganar	kushinda	win	ennill	ukuphumelela	
droom	drømme	dromen	dream	sonĝi	mangarap	rêver	träumen	moe	aisling	sognare	somniatis	moe	drømme	sonhar	?	soñar	ndoto	dröm	freuddwyd	baphuphe	
aand	aften	avond	evening	vespero	gabi	soirée	abend	ahiahi	tráthnóna	sera	ad vesperum	ahiahi	kveld	noite	?	noche	jioni	kväll	gyda’r nos	ukuhlwa	
toestand	betingelse	voorwaarde	condition	kondiĉo	kalagayan	condition	zustand	ano	coinníoll	condizione	condicionis	huru	tilstand	condição	?	condición	hali	tillstånd	cyflwr	isimo	
voer	foder	voer	feed	feed	feed	alimentation	futtermittel	ʻai	beatha	alimentazione	pascuntur	kai	fôr	alimentação	?	pienso	kulisha	foder	porthiant	funga	
hulpmiddel	værktøj	gereedschap	tool	ilo	kasangkapan	outil	werkzeug	hoʻopololei	uirlis	strumento	ferramentum	taputapu	verktøy	ferramenta	?	herramienta	chombo	verktyg	offeryn	ithuluzi	
totale	samlede	totaal	total	entute	kabuuan	total	gesamt	huina	iomlán	totale	totalis	katoa	totalt	total de	?	totales	jumla	totalt	cyfanswm	inani	
basiese	grundlæggende	elementaire	basic	baza	pangunahing	de base	basis	kumu o	bunúsach	di base	prima	taketake	grunnleggende	básico	?	básico	msingi	grundläggande	sylfaenol	eziyisisekelo	
reuk	lugt	geur	smell	bonodoro	amoy	odeur	geruch	honi	boladh	odore	olfactus	kakara	lukt	cheiro	?	olor	harufu	lukt	arogl	iphunga	
vallei	dal	dal	valley	valo	lambak	vallée	tal	awāwa	gleann	valle	vallis	raorao	dalen	vale	?	valle	bonde	dal	dyffryn	isigodi	
of	heller ikke	noch	nor	nek	at hindi rin	ni	noch	aole	ná	né	neque	e kore	eller	nem	?	ni	wala	eller	nac	noma	
dubbel	dobbelt	dubbel	double	duobla	double	double	doppelt	palua	dúbailte	doppio	duplex	rua	dobbel	duplo	?	doble	mara mbili	dubbel	dwbl	kabili	
sitplek	sæde	zitje	seat	seĝo	upuan	siège	sitz	noho	suíochán	sedile	cathedra	nohoanga	sete	assento	?	asiento	kiti cha	säte	sedd	esihlalweni	
voortgaan	fortsætte	blijven	continue	daŭrigi	magpatuloy	continuer	fortsetzen	hoʻomau	leanúint ar aghaidh	continuare	perseverant	tonu	fortsette	continuar	?	continuar	kuendelea	fortsätta	parhau	uqhubeke	
blok	blok	blokkeren	block	bloko	bloke	bloc	block	aeie	bloc	blocco	clausus	poraka	blokk	bloco	?	bloque	kuzuia	blocket	bloc	isixa	
grafiek	diagram	grafiek	chart	grafikaĵo	tsart	graphique	tabelle	pakuhi	chairt	grafico	cursus	tūtohi	diagram	gráfico	?	tabla	chati	diagram	siart	ishadi	
hoed	hat	hoed	hat	ĉapelo	sumbrero	chapeau	hut	ua inaina i ka	hata	cappello	hat	pōtae	hat	chapéu	?	sombrero	kofia	keps	het	imbenge	
verkoop	sælge	verkopen	sell	vendi	ibenta	vendre	verkaufen	kuai	dhíol	vendere	vende	hoko	selge	vender	?	vender	kuuza	sälja	gwerthu	adayise	
sukses	succes	succes	success	sukceso	tagumpay	succès	erfolg	holomua	rath	successo	successu	angitu	suksess	sucesso	?	éxito	mafanikio	framgång	llwyddiant	impumelelo	
maatskappy	selskab	bedrijf	company	kompanio	kompanya	entreprise	firma	poe	cuideachta	azienda	comitatu	kamupene	selskap	companhia	?	empresa	kampuni	företaget	cwmni	yenkampani	
aftrek	fratrække	aftrekken	subtract	subtrahi	ibawas	soustraire	subtrahieren	unuhi	dealaigh	sottrarre	auferatur	tango	subtrahere	subtrair	?	restar	ondoa	subtrahera	tynnu	khipha	
gebeurtenis	begivenhed	evenement	event	okazaĵo	kaganapan	événement	veranstaltung	hanana	imeacht	evento	eventus	takahanga	hendelse	evento	?	evento	tukio	händelse	digwyddiad	umcimbi	
bepaalde	særlig	bijzonder	particular	aparta	partikular na	particulier	besondere	mau	ar leith	particolare	particularis	ngā	særlig	especial	?	particular	hasa	särskilt	penodol	ethile	
transaksie	aftale	deal	deal	interkonsento	deal	accord	viel	hana	déileáil	affare	multum	mahi	avtale	negócio	?	acuerdo	mpango	affär	delio	intengo	
swem	svømme	zwemmen	swim	naĝi	lumangoy	baignade	schwimmen	ʻauʻau	snámh	nuoto	natant	kaukau	svømmetur	mergulho	?	nadar	kuogelea	simma	nofio	bhukuda	
term	sigt	termijn	term	termino	taning	terme	begriff	manawa	téarma	termine	term	wā	term	prazo	?	plazo	mrefu	term	dymor	ithemu	
teenoorgestelde	modsat	tegengesteld	opposite	kontraŭa	sa tapat ng	opposé	gegenteil	ku pono ana	os coinne	opposto	oppositi	te ritenga atu	motsatt	oposto	?	opuesta	kinyume	motsatt	gyferbyn	obuhlukile	
vrou	kone	vrouw	wife	edzino	asawa	femme	frau	wahine	bean chéile	moglie	uxorem	wahine	kone	esposa	?	esposa	mke	fru	gwraig	umkakho	
skoen	sko	schoen	shoe	ŝuo	sapatos	chaussure	schuh	kāmaʻa	bróg	scarpa	calceum	hu	shoe	sapato	?	zapato	kiatu	sko	esgid	izicathulo	
skouer	skulder	schouder	shoulder	ŝultro	balikat	épaule	schulter	poʻohiwi	ghualainn	spalla	umero	pokohiwi	skulder	ombro	?	hombro	bega	skuldra	ysgwydd	ehlombe	
verspreiding	spredning	spreiding	spread	disvastiĝo	pagkalat	propagation	verbreitung	hoolaha aku	leathadh	spread	expandit	horapa	spredningen	propagação	?	propagación	kuenea	spridning	lledaenu	ukusabalala	
reël	arrangere	regelen	arrange	aranĝi	mag-ayos	organiser	arrangieren	hooponopono	socrú a	organizzare	disponere	whakarite	arrangere	organizar	?	organizar	kupanga	ordna	trefnu	ukuhlela	
kamp	lejr	kamp	camp	tendaro	kampo	camp	lager	hoomoana	campa	campo	castra	puni	leir	acampamento	?	campamento	kambi	läger	gwersyll	ikamu	
bedink	opfinde	uitvinden	invent	elpensi	imbentuhin	inventer	erfinden	invent	chumadh	inventare	confingunt	whakaaroa	oppfinne	inventar	?	inventar	mzulia	uppfinna	dyfeisio	usungula	
katoen	bomuld	katoen	cotton	kotono	koton	coton	baumwolle	pulupulu	cadás	cotone	bombicis	miro	bomull	algodão	?	algodón	pamba	bomull	cotwm	ukotini	
gebore	født	geboren	born	born	isinilang	né	geboren	born	rugadh	nascita	natus	matamua	født	nascido	?	nacido	aliyezaliwa	född	anwyd	uzalelwa	
bepaal	bestemme	bepalen	determine	determini	matukoy	déterminer	bestimmen	hooholo	chinneadh	determinare	statuere	whakatau	bestemme	determinar	?	determinar	kuamua	bestämma	penderfynu	linqume	
kwart	kvart	quart	quart	kvarto	quart	litre	quart	quart	leanna	quarto di gallone	quart	hine	kvart	quarto	?	cuarto de galón	lita moja	quart	chwart	ayilitha	
nege	ni	negen	nine	naŭ	siyam	neuf	neun	ʻeiwa	naoi	nove	novem	e iwa	ni	nove	?	nueve	tisa	nio	naw	eyisishiyagalolunye	
vragmotor	lastbil	vrachtwagen	truck	kamiono	trak	camion	lastwagen	kona kalaka	trucail	camion	dolor	taraka	lastebil	caminhão	?	camión	lori	lastbil	lori	iloli	
geraas	støj	geluidsoverlast	noise	bruo	ingay	bruit	lärm	a noise	torann	rumore	sonus	haruru	støy	ruído	?	ruido	kelele	buller	sŵn	ngomsindo	
vlak	niveau	niveau	level	nivelo	antas	niveau	ebene	ilikai	leibhéal	livello	plana	taumata	nivå	nível	?	nivel	ngazi ya	nivå	lefel	izinga	
kans	mulighed	kans	chance	ŝanco	pagkakataon	chance	chance	wale	seans	possibilità	forte	tupono	sjanse	oportunidade	?	oportunidad	nafasi	chans	cyfle	chance	
versamel	samle	verzamelen	gather	kolekti	magtipon	recueillir	sammeln	houluulu	bhailiú	raccogliere	congregate	kohikohi	samle	recolher	?	reunir	kukusanya	samla	casglu	hlangana	
winkel	butik	winkel	shop	butiko	shop	boutique	geschäft	hale kūʻai	siopa	negozio	taberna	toa	butikk	loja	?	tienda	duka	butik	siop	esitolo	
rek	strækning	rekken	stretch	sekcio	banatin	tronçon	stretch	ʻō	stráice	tratto	tractum	totoro	stretch	trecho	?	tramo	kunyoosha	sträcka	ymestyn	elula	
gooi	smide	gooien	throw	ĵeti	magtapon	jeter	werfen	hoolei	caith	gettare	mittite	maka	kaste	jogar	?	lanzar	kutupa	kasta	taflu	aphonse	
skyn	skinne	glans	shine	briligi	kinang	éclat	glanz	alohi	shine	shine	luceat	whiti	skinne	brilho	?	brillo	uangaze	glans	disgleirio	inkazimulo	
eiendom	ejendom	pand	property	propraĵo	ari-arian	propriété	immobilien	waiwai	maoin	proprietà	proprietate	rawa	eiendom	propriedade	?	propiedad	mali	egenskap	eiddo	impahla	
kolom	kolonne	column	column	kolono	haligi	colonne	spalte	kolamu	colún	colonna	column	tīwae	kolonne	coluna	?	columna	safu	kolonn	colofn	ikholomu	
molekule	molekyle	molecuul	molecule	molekulo	molekyul	molécule	molekül	molecule	móilín	molecola	moleculo	muingota	molekyl	molécula	?	molécula	molekuli	molekyl	moleciwl	ingqamuzana	
kies	vælg	selecteren	select	elekti	piliin	sélectionner	wählen	koho i	roghnaigh	selezionare	eligere	tīpako	velg	selecione	?	seleccionar	kuchagua	välj	dewis	ukhethe	
verkeerd	forkert	mis	wrong	malĝusta	mali	mal	falsch	hewa	mícheart	sbagliato	iniuriam	he	galt	errado	?	mal	makosa	fel	anghywir	okungalungile	
grys	grå	grijs	gray	grizaj	kulay-abo	gris	grau	hinahina	liath	grigio	gray	hina	grå	cinza	?	gris	kijivu	grå	llwyd	ezimpunga	
herhaling	gentagelse	herhaal	repeat	ripeto	paulit-ulit na	répétition	wiederholung	hana hou	athuair	ripetizione	iterum	tukurua	gjenta	repetição	?	repita	kurudia	upprepning	ailadrodd	uphinda	
vereis	kræver	vereisen	require	postuli	nangangailangan ng	exiger	erfordern	pono	a cheangal ar	richiedere	requirunt	e rapu	krever	exigir	?	exigir	zinahitaji	kräva	ei gwneud yn ofynnol	adinga	
breë	bred	brede	broad	larĝa	malawak	large	breit	ka laulā	leathan	ampio	lata	whanui	bred	amplo	?	amplio	pana	bred	eang	ebanzi	
voor te berei	forberede	bereiden	prepare	pretigi	maghanda	préparer	vorbereiten	hoomakaukau	ullmhú	preparare	praeparabit	te faaineine	forberede	preparar	?	preparar	kuandaa	förbereda	paratoi	ukulungiselela	
sout	salt	zout	salt	sala	asin	sel	salz	ka paʻakai	salann	sale	sal	tote	saltet	sal	?	sal	chumvi	salt	halen	usawoti	
neus	næse	neus	nose	nazon	ilong	nez	nase	ihu	srón	naso	nasum	ihu	nese	nariz	?	nariz	pua	näsa	trwyn	impumulo	
meervoud	flertal	meervoud	plural	pluralo	pangmaramihang	pluriel	mehreren	plural	iolra	plurale	plural	vahine	flertall	plural	?	plurales	wingi	plural	lluosog	ubuningi	
woede	vrede	woede	anger	kolero	galit	colère	zorn	huhu	fearg	rabbia	iratus	riri	sinne	raiva	?	cólera	hasira	ilska	dicter	intukuthelo	
eis	fordring	vordering	claim	pretendo	ang claim	revendication	anspruch	koi ana	éileamh	richiesta	clamium	kerēme	krav	reivindicação	?	reclamación	madai	krav	hawliad	faka isicelo	
vasteland	kontinent	werelddeel	continent	kontinento	kontinente	continent…	kontinent	kaiana	mór-roinn	continente	continentem	fenua	kontinentet	continente	?	continente	bara	kontinent	cyfandir	izwekazi	
